oc oc0,"d__ v ~(about) to hesitate about what to do; to be unable to decide: [V, Vp] Stop ___ing (about) or we'll be late! [also vpr].",,dither,,,
oc oc0 oc0,"n 1 a person who supports and promotes a theory, belief, cause, etc 2 a person who is able to perform a particular activity with skill 3 (mathematics) a figure or symbol that shows how many times a quantity must be multiplied by itself:",,exponent,,,
oc oc0,a form of government in which a small group of people hold all the power,,oligarchy,,,
oc oc0,i__ v 1 ~sth (from sth) to reach an opinion based on available information or evidence; to arrive at a conclusion.,,infer,,,
oc oc0,h__ n 1 a number of things or a mass of material lying in an untidy pile: a ___ of books 2 [pl] ~s of (sth) (infml) v 1 ~sth (up) to put things in a pile,,heap,,,
oc,f__ v 1 (a) (of a light or flame) to burn or shine in an unsteady way (b) (of an emotion) to be felt or seen briefly 2 to move backwards and forwards lightly and quickly,,flicker,,,
oc oc0 24 24,h__ adj 1 able to endure cold or difficult conditions; tough: ___ mountain folk 2 (of a plant) that can survive outside through the winter.,5/7/2011,hardy,,,
oc oc0 24,t__ to prevent sb doing what they intended to [Vn] He was ___d by bad luck,,thwart,,,
3 9 8 oc0,"g__ adjective
Causing repulsion or horror; grisly:
the most ____ murder
? informal Extremely unpleasant:
____ catering",7/24/2015,gruesome,,,
oc0,"noun [mass noun]
A shiny silicate mineral with a layered structure, found as minute scales in granite and other rocks, or as crystals. It is used as a thermal or electrical insulator.
雲母",1/4/2016,mica,,,
oc0,"p__ noun [mass noun]
A particular way of speaking or using words, especially a way common to those with a particular job or interest:
dated terms that were once in common ____
medical ____",1/5/2016,parlance,,,
oc oc0,"n 1 [U] gold, or sth resembling gold, applied to a surface in a thin layer: a ___ mirror. IDM take the ___ off the ginger bread (Brit) to do or be sth that makes a situation or achievement less attractive or impressive. +___-edged adj (finance) not risky; secure.",9/27/2011,gilt,,,
oc,"h___ n a missile like a spear with a rope attached. ___s are thrown by hand or fired from a gun, and used for catching large sea creatures, esp whales. v",10/3/2011,harpoon,,,
oc,"i__ adj 1 (usu derog) not influenced by, showing or involving human feelings: Calling the interviewees by their first names will make the meeting less ___. 2 (usu approv) (a) not referring to any particular person: Let's keep the discussion ___ so as not to embarrass anyone. (b) not influenced by personal feelings.",5/17/2011,impersonal,,,
oc oc0,v 4 ~ oneself (that...) (no passive) to please oneself by believing sth good but usu not true about oneself or one's abilities: [Vn] Do you really think he likes you? You ___ yourself!,9/29/2011,flatter,,,
oc oc0,IDM to say with real or assumed authority what should be done: He's always___ing ___ ___ ___ about gardening but he really doesn't know much about it.,7/30/2011,lay down the law,,,
oc,"_11_ adj (a) (of a process, etc) not producing the required effect: a ___ attack/election campaign. (b) (of a person) lacking the necessary skill, qualities or confidence to do a job properly: be totally ___ as a leader/teacher + a well meaning but ___ manager. ___ly adv.",8/7/2011,ineffectual,,,
oc oc0,n 1 the long hair on the neck of a horse or lion. 2 a person's long hair: She tossed back her thick ___ of dark hair.,10/2/2011,mane,,,
oc oc0 oc3,"n a large building with apartments or rooms rented cheaply, esp in a poor area of a city: live in a crumbling ___ + a ___ block.",6/1/2011,tenement,,,
oc oc0 24,"b__ IDM to receive the main force, shock or impact of sth: They ___ ___ full ___ ___ the attack. +His secretary has to ___ ___ ___ ___ his temper.",7/8/2011,bear the brunt of sth,,,
oc,abbr pound (weight),10/13/2011,lb,(Latin libra),,
oc oc0,"s__ adj (a)(of hair, fur, etc) long, thick and untidy: ___ hair/eyebrows + a ___ white beard. (b) covered with long thick untidy hair, fur, etc: a ___ dog/coat. +___-dog story   n a very long joke, often with a silly and not very funny ending.",10/5/2011,shaggy,,,
0 0 9 oc0,"adjective informal
Reluctant to give information owing to caution or suspicion:
a spokesman was ____ about the arrangements his company had struck",10/9/2015,cagey,(also cagy),,
oc,"n [CGp] 1 a large military group, usu under the command of a colonel: an infantry/a cavalry/an armoured/a tank ___. 2 ~of sth/sb a large number of things or people.
v (esp derog)(usu passive) to force strict discipline on sb/sth; to organize people or things into rigid groups, patterns, etc.",10/18/2011,regiment,,,
oc,"n a building in which monks live as a community. compare convent, nunnery.",8/22/2011,monastery,,,
oc oc0,"v (arch) to trouble sb in body or mind: [Vn] I asked what was ___ing her. +___ing adj
___ment n an illness, esp a slight one: the treatment of minor ___ments.",6/29/2011,ail,,,
oc oc0,n 1 ___s [pl] an instrument for measuring the diameter of tubes or round objects: a pair of ___s. 2 [C usu pl] a metal support for weak or injured legs.,10/15/2011,calliper,,,
oc oc0 26 26,i__ impossible to avoid,,inevitable,,,
oc oc0 oc1 23 24 25,"adj (derog) feeling, or showing that one feels, that one is much more important than other people: a ___ official + ___ language (ie too grand or formal).",5/5/2011,pompous,,,
oc oc0,"v to say in advance that sth will happen; to forecast sth: [Vn] accurately ___ the outcome/result/possible consequences of sth. [V.that, V.what, V.n to inf] +___able adj ___ability ___ably ___tion n ___tor ___ive",10/19/2011,predict,,,
oc oc0 24,"__y n [C,U] money paid, esp by a government, eg to help support arts organizations or to reduce the costs of producing goods so that their prices can be kept low: agricultural ___s +increase/reduce the level of ___. ___ize,ise v",10/14/2011,subsidy,,,
oc oc0,adj completely wet as a result of absorbing a lot of liquid: My shoes are ___ from walking in the rain. +(fig) He staggered home ___ with drink (ie very drunk).,6/16/2011,sodden,,,
oc,n a type of edible sea creature like a large shrimp: a ___ cocktail (ie a dish of ___s served with mayonnaise).,9/14/2011,prawn,,,
oc oc0 oc3,adj (fml or rhet) of or from a time so long ago that no one can remember it; ancient: Farmers have been tilling these fields from/since time ___.,5/5/2011,immemorial,,,
oc oc0 oc3,"d__ n a ruler with great power, esp one who uses it in a cruel way; a tyrant: an enlightened ___.",,despot,,,
oc,n 1 [C] the width of the inside of a tube or the barrel of a gun. 2 [U] quality; ability; distinction: His work is a pretty high/low ___. +The firm needs more poeple of your ___.,10/29/2011,calibre,(US caliber),,
oc oc0,"n 1 [U] a loud noise that a hen makes, esp after laying an egg. compare cluck. 2[C] a harsh unpleasant laugh. 3[U] noisy talk about unimportant things; chatter. IDM cut the ___ (Brit infml)(esp imperative) to stop talking about irrelevant or unimportant things. v",10/26/2011,cackle,,,
oc oc0,"v 1~sth/sb(down) to tread heavily on sth/sb so as to cause damage or destruction: [Vpr,Vp] I don't want those people ___ing (about) all over my garden. [Vnpr] The crowd panicked and ten people were ___d to death. 2~on/upon sth/sb: Don't ___ on the flowers.",10/7/2011,trample,,,
oc,"Ⅰ adj very enthusiastic or passionate about sth: an ___ advocate of free speech + an ___ admirer/follower of sb. +___ly adv
Ⅱ n[U] great enthusiasm or passion; zeal:",7/7/2011,"Ⅰ ardent
Ⅱ ardour",,,
oc,"n a roughly built shed or hut +___v PHR V___ up (with sb/together)(sl)(esp of a couple) to live together, esp when not married: They've decided to ___ up together in her flat",8/18/2011,shack,,,
oc oc0,"n a small barrel, esp of beer.
powder-___ n 1 a small barrel for holding gun powder. 2 a dangerous situation that may suddenly become very violent: The country is a powder-___ waiting to explode. +___beer n [U,C](Brit) beer served from metal barrels, using gas pressure.",10/31/2011,keg,,,
oc oc0,"n 1 [U,C] a written or spoken statement of evidence, esp one given by a witness in court: According to the witness's ___, you were present when the crime was committed. 2 [U,sing] ~(to sth) a thing that is evidence of or demonstrates sth: The pyramids are (a) ___ to the Ancient Egyptians' engineering skills.",11/3/2011,testimony,,,
oc oc0,adj (a) lighted by stars: a ___ night/sky. (b) shining like stars: ___ eyes. +___-eyed adj (infml often derog) enthusiastic but not practical: She's got some ___-eyed notion about reforming society.,11/5/2011,starry,,,
oc oc0,"n 1 a tool for examining a place which cannot be reached otherwise, esp a thin instrument with a blunt end used by a doctor in medical examinations and operations. 2 (also space ___) a spacecraft without people on board which obtains information about space and transmits it back to earth. v",11/6/2011,probe,,,
oc oc0 24 25,v (infml) to move or make sth move with short movements from side to side or up and down: [V] His bottom ___s when he walks. [Vn] She can ___ her ears.,10/12/2011,waggle,"compare with wag, wiggle",,
oc0,"noun (plural ___s)
A hospital: [in names] :
the Edinburgh Royal ____
? A place in a large institution for the care of those who are ill:
the prison ____",1/7/2016,infirmary,,,
oc,"v 1 ~A (on B) / ~B (with A) to decorate cloth by sewing patterns onto it, esp using thread of various colours: [Vn] a ___d blouse [Vnpr] She ___d flowers on the cushion (in gold thread). She ___d the cushion with flowers. [also V]. 2 to add details that are not true to a story, to make it more interesting. n ___y",7/23/2011,embroider,,,
oc oc0,l__ adj 1 (infml)(a) very bad or ill; awful: a ___ day/hotel +I feel ___. (b)[attrib](used to express general contempt for sth): She only offered me a __ ? 5 for it. 2 covered with _n_. 3 ~ with sth/sb (infml) having too much/too many of sth/sb.,10/9/2011,lousy,, /?la?zi/,
oc,"v ~(sth)(about/around) to move or make sth move from side to side in an unsteady way: [V] This table ___s. [Vp,Vpr] A child came ___ing along (the pavement) on a bicycle. n. ___ly adj.",11/8/2011,wobble,,,
oc,"r__ n [pl] the ___ (of sth) the most basic and essential facts or principles of a subject: learn/grasp the ___ of economics. +___ary adj 1 dealing with simple or basic matters, ideas, etc: He received only a ___ary education. +I have only a ___ary understanding/knowledge of Latin.",9/10/2012,rudiments,,,
oc,n (usu sing) a continuous low sound such as that made by the regular movement of part of a machine or the wings of a bird: the ___ of a fan/motor/propeller. v,10/23/2011,whirr,also whir,,
oc 24 25,n an animal that feeds on plants.+___ous adj ___ous mammals.,10/17/2011,herbivore,compare carnivore,,
oc oc0,"t__ v 1 (a) ~(sth)(out) to become or make sth liquid or soft after being frozen (b)(used only with it)(of the weather) to become warm enough to melt snow and ice 2 (of people, their behaviour, etc) to become less formal and more friendly in manner n",,thaw,,,
oc,"v 1 to escape sb/sth, esp by a clever trick; to avoid sb/sth: [Vn] He ___d capture for weeks by hiding underground. (fig) After many attempts, success still ___d us. 2 to be forgotten or not understood by sb.",1/24/2011,elude,,,
oc oc0,"c__ n 1 [C,U]~(on sth) a spoken description of an event as it happens: a broadcast ___ on a football game +Our reporters will give a live ___ on the election results as they are announced.",11/12/2011,commentary,,,
oc oc0 24 25,f__ adj 1 selecting carefully; choosing only what is good: a ___ craftsman. 2 (sometimes derog) hard to please; easily disgusted: Her odd table manners embarrassed some of her more ___ friends. +___ly adv. ___ness n[U],9/12/2012,fastidious,,,
0 9 24,"verb [with object]
Strike repeatedly with the fists:
he felt like a boxer who had been ___d mercilessly against the ropes
? North American informal Criticize severely:
he has been ___d by the reviewers",8/6/2015,pummel,,,
oc oc0,n [U] odd or playful behaviour or humor: The dabs of colour in his paintings sometimes verge on decorative ___. ___ical adj,11/14/2011,whimsy,,,
oc oc0,adj (dated or rhet) peaceful and happy: the ___ days of one's youth.,1/10/2012,halcyon,,,
oc oc0 oc2 25,"n [U] a thin, often transparent, fabric of cotton, silk, etc: a ___ curtain +a wound covered with a piece of ___.
+___y adj   a ___y nightdress.",7/25/2011,gauze,,,
oc oc2,"g__ Ⅰ v 1 (of cattle, sheep, etc) to eat growing grass. 2 to put cattle, etc in a field to eat grass.
Ⅱ v 1 ~sth (against/on sth) to break the surface of the skin slightly by scraping it against sth: [Vn] I fell and ___d my knee.",10/1/2011,graze,,,
oc oc0 oc0,"h__ v 1 to walk with difficulty because the feet or legs hurt or are in bad condition: [Vp,Vpr] The old man ___ along (the road) with the aid of his stick.
2 to tie together two legs of a horse, etc to prevent it from going far away.",10/28/2011,hobble,,,
oc oc0,v 1 to make or cause sth to make a harsh metallic noise: [V] bracelets ___ing on her wrists [Vn] He ___d his keys. 2 to irritate sb: [Vpr] Her voice ___d on his ears. [Vn] The slow pace ___d her nerves. n,8/20/2011,jangle,,,
oc oc0 24 25,n ~(from sb/sth) a person who has escaped from a place or is trying to avoid being arrested: a ___ offender. 2(fml) lasting only a very short time: ___ thoughts/images.,1/12/2012,fugitive,,,
oc oc0 24 25,r___ v (often passive) to cause sb great physical or mental pain: [Vnpr] ___d with pain/fever,,rack,,,
oc oc0 23 24 25,c_7_ adj (often derog) done quickly and not throughly; not detailed: give sth a ___ glance/look/inspection+ The book is ___ in its treatment of his early life. ___ly adv.,10/27/2011,cursory,,,
oc,"v(fml) 1 ~sth(for sb) to obtain sth, esp with care or effort; to acquire sth: [Vnpr, Vnn] Can you ___ a copy of the report for me/___ me a copy? 2 to find prostitutes for clients.",,procure,,,
