oc oc0,e__ ADJECTIVE Extremely bad or unpleasant.  ‘___ cheap wine’ ,3/6/2014,execrable,,
oc oc0,VERB [WITH OBJECT] Drink or eat (something) with a loud sucking noise.  ‘she ___d her coffee’ no object ‘he ___d noisily from a wine glass’,5/10/2014,slurp,,
oc oc0,"NOUN 1A strip of rigid material used for supporting and immobilizing a broken bone when it has been set.  ‘she had to wear ___s on her legs’   2A long, thin strip of wood used to light a fire.  ‘By the light of burning ___s, the raiders had marched all the men into the fields and tied them up.’",5/11/2014,splint,,
oc oc0,e__ VERB [WITH OBJECT] 1formal Disembowel (a person or animal)  ‘the goat had been skinned and neatly ___d’    1.1Deprive (something) of its essential content. ‘myriad little concessions that would ___ the project’,5/12/2014,eviscerate,,
oc oc0,ADJECTIVE 1Wanting or devouring great quantities of food.  ‘a ___ appetite’    1.1Engaging in an activity with great eagerness or enthusiasm. ‘she's a ___ reader’,5/13/2014,voracious,,
oc oc0,"g__ adj Dazed, weak, or unsteady, especially from illness, intoxication, sleep, or a blow.  ‘the sleeping pills had left her feeling ___’    ",2/14/2014,groggy,,
oc oc0 oc2,"NOUN 1A ship's allotted place at a wharf or dock.  ‘the vessel had left its ___’    2A fixed bunk on a ship, train, or other means of transport.  ‘I'll sleep in the upper ___’ in combination ‘a four-___ caravan’",5/28/2014,berth,,
oc oc0 oc2,p__ VERB [WITH OBJECT] Spread throughout (something); pervade.  ‘the aroma of soup ___d the air’ no object ‘his personality has begun to ___ through the whole organization’,10/28/2013,permeate,,
oc oc0 oc2,VERB [WITH OBJECT] 1Make full use of and derive benefit from (a resource)  ‘500 companies sprang up to ___ this new technology’    2Make use of (a situation) in a way considered unfair or underhand.  ‘the company was ___ing a legal loophole’,6/8/2014,exploit,,
oc oc0 oc2,"VERB 1reporting verb Say something in answer to a remark, typically in a sharp, angry, or witty manner.  with direct speech ‘‘No need to be rude,’ ___d Isabel’ with clause ‘he ___d that this was nonsense’    2archaic with object Repay (an insult or injury)",6/20/2014,retort,,
oc oc0 oc2,ADJECTIVE often ___ for/to do something 1Having the right to do or obtain something; satisfying the appropriate conditions.  ‘customers who are ___ for discounts’ ‘___ candidates’,8/21/2012,eligible,,
oc oc0 oc2,"NOUN 1  (also ___ wax) British mass noun A flammable, whitish, translucent, waxy solid consisting of a mixture of saturated hydrocarbons, obtained by distillation from petroleum or shale and used in candles, cosmetics, polishes, and sealing and waterproofing compounds.  ",8/28/2013,paraffin,,
oc oc0 oc2,NOUN 1usually ___s  Either of a pair of upright poles with supports for the feet enabling the user to walk at a distance above the ground.    1.1Each of a set of posts or piles supporting a building.  ,1/31/2014,stilt,,
oc oc1 oc3,"VERB [WITH OBJECT] 1Burn or scorch the surface of (something) with a sudden, intense heat.  ‘the water got so hot that it ___d our lips’",9/19/2012,sear,,
oc oc1 oc3,VERB [NO OBJECT] 1(of a bird or other winged creature) fly unsteadily or hover by flapping the wings quickly and lightly.  ‘a couple of butterflies ___d around the garden’    1.1with object (of a bird or other winged creature) flap (its wings) quickly and lightly.,12/20/2012,flutter,,
oc oc1 oc3,VERB [NO OBJECT] 1(of a liquid) produce bubbles of gas and make a hissing sound.  ‘his lemonade was still ___ing at the top of the glass’    1.1Make a buzzing or crackling sound. ‘carbide lamps ___d in the darkness’,7/24/2014,fizz,,
oc oc0 oc2 oc3,VERB [WITH OBJECT] 1Medicine Breathe (something) in; inhale.  ‘some drowning victims don't ___ any water’  ,8/16/2014,aspirate,,
oc oc0 oc2 oc3,"ADJECTIVE 1Of or denoting a gender of nouns in some languages, typically contrasting with masculine and feminine or common.  ‘the Spirit is a ___ word in Greek’   2(of an animal) lacking developed sexual organs, or having had them removed.",8/25/2014,neuter,,
oc oc0 oc2 oc3,"ADJECTIVE (especially of a person's body) thin, supple, and graceful.  ‘she lay gazing up at his tall, ___ figure’    ",9/15/2014,lithe,,
oc oc0 oc3,"ADJECTIVE 1Lacking strong features or characteristics and therefore uninteresting.  ‘___, mass-produced pop music’    1.1(of food or drink) unseasoned, mild-tasting, or insipid. ‘a ___ and unadventurous vegetarian dish’",1/24/2014,bland,,
oc oc0 oc3,ADJECTIVE 1(of a person) tending to spend much time seated; somewhat inactive.  ‘we all walk a certain amount every day even if we are ___’    1.1(of work or a way of life) characterized by much sitting and little physical exercise.,5/18/2014,sedentary,,
oc oc0 oc3,"NOUN 1The truncated remnant of a pencil, cigarette, or similar-shaped object after use.  ‘the ashtray was full of ___s’ ‘a pencil ___’ ‘the ___ of a candle’",6/28/2014,stub,,
oc oc0 oc3,VERB be ___d of/with/by 1Be filled with love for.  ‘it is not difficult to see why Edward is ___d of her’    1.1Have a liking or admiration for. ‘she was truly ___d of New York’,7/2/2014,enamour,,
oc oc0 oc3,"NOUN A means of raising money by selling numbered tickets, one or some of which are subsequently drawn at random, the holder or holders of such tickets winning a prize.  as modifier ‘a ___ ticket’ with modifier ‘a charity ___’",6/26/2013,raffle,,
oc oc0 oc2,"VERB [NO OBJECT] 1Breathe with a whistling or rattling sound in the chest, as a result of obstruction in the air passages.  ‘the illness often leaves her ___ing’   ",4/24/2014,wheeze,,
oc oc0 oc2,d__ NOUN 1A person's inherent qualities of mind and character.  ‘your sunny ___ has a way of rubbing off on those around you’ ‘he has the ___ of a saint’   ,8/23/2014,disposition,,
oc oc0 oc2,ADJECTIVE 1Relating to the human or animal reproductive organs.  ‘the ___ area’    1.1Psychoanalysis (in Freudian theory) relating to or denoting the final stage of psychosexual development reached in adulthood.,9/21/2014,genital,,
oc oc0 oc2,NOUN mass noun Partly digested food returned from the first stomach of ruminants to the mouth for further chewing.     ,9/4/2014,cud,,
oc oc0 oc2,o__ VERB [WITH OBJECT] 1Remove (a need or difficulty)  ‘the presence of roller blinds ___d the need for curtains’    1.1Avoid or prevent (something undesirable) ‘a parachute can be used to ___ disaster’  ,4/5/2014,obviate,,
oc oc0 oc2,"h__ NOUN The main body of a ship or other vessel, including the bottom, sides, and deck but not the masts, superstructure, rigging, engines, and other fittings.  ",9/20/2014,hull,,
oc oc0 oc2,VERB [WITH OBJECT] 1Kill (someone) by depriving them of air.  ‘they were ___d by the carbon monoxide fumes’    1.1no object Die by being deprived of air. ‘they slowly ___d’ ,5/8/2014,asphyxiate,,
oc oc0,"ADJECTIVE postpositive Better or more than all others of the same kind.  ‘Nash is, to many, the Regency architect ___ ___’  ",2/21/2014,par excellence,,
oc oc0,VERB [NO OBJECT] Talk at length in a foolish or inconsequential way.  ‘she began to ___ on about her visit to the dentist’   ,4/25/2013,prattle,,
oc oc0,"_7_ ADJECTIVE Engaged in, involving, or reflecting deep or serious thought.  ‘a ___ mood’",12/26/2011,pensive,,
oc oc0,"ADJECTIVE (of an action) carried out without real interest, feeling, or effort.  ‘he gave a ___ nod’   ",3/18/2014,perfunctory,,
oc oc0,"ADJECTIVE 1(of emotions, energy, etc.) unable to be expressed or released.  ‘___-___ frustrations’   2Closely confined or held back.  ‘a surge of ___-___ water’",6/11/2014,pent-up,,
oc oc0,v [NO OBJECT] Happen or occur afterwards or as a result.  ‘the difficulties which ___d from their commitment to Cuba’    ,6/13/2014,ensue,,
oc oc0,"ADJECTIVE 1Calm, dignified, and unhurried.  ‘in the old days, business was carried on at a rather more ___ pace’    1.1Quiet and rather dull. ‘___ suburban domesticity’",3/2/2014,sedate,,
oc oc0,"ADJECTIVE 1Of or occurring every day; daily.  ‘the car sped noisily off through the ___ traffic’    1.1Ordinary or everyday; mundane. ‘his story is an achingly human one, mired in ___ details’",6/15/2014,quotidian,,
oc oc0,NOUN informalBritish A toilet.  as modifier ‘___ paper’,11/10/2013,loo,,
oc oc0,"ADJECTIVE 1Subject to debate, dispute, or uncertainty.  ‘whether the temperature rise was mainly due to the greenhouse effect was a ___ point’ ‘it is a ___ point whether such a controversial scheme would have succeeded’",6/21/2014,moot,,
oc oc0,"VERB [NO OBJECT] Drink alcohol and enjoy oneself with others in a noisy, lively way.  ‘they danced and ___d until the drink ran out’    ",6/22/2014,carouse,,
oc oc0,"ADJECTIVE 1(of a person) unable to remain still, silent, or submissive, especially because of boredom or dissatisfaction.  ‘the crowd had been waiting for hours and many were becoming ___’ ‘he reiterated his determination to hold the ___ republics together’",7/6/2014,restive,,
oc oc0,NOUN the ___ 1The complete range or scope of something.  ‘the whole ___ of human emotion’    2Music A complete scale of musical notes; the range of a voice or instrument.,7/7/2014,gamut,,
oc oc0 oc3,"NOUN 1A stack of hay, corn, straw, or similar material, especially one formerly built into a regular shape and thatched.     1.1North American A pile of firewood somewhat smaller than a cord.",7/12/2014,rick,,
oc oc0 oc3,"NOUN Phonetics Any of the perceptually distinct units of sound in a specified language that distinguish one word from another, for example p, b, d, and t in the English words pad, pat, bad, and bat.   ",7/20/2014,phoneme,,
oc oc0 oc3,NOUN 1A cunning plan or action designed to turn a situation to one's own advantage.  ‘the president has dismissed the referendum as a ___ to buy time’    1.1An activity done for amusement. ‘the eternal cross-stitch I was set to do before I could indulge my own ___s’,5/25/2014,ploy,,
oc oc0 oc3,"NOUN Phonetics Any of the various phonetic realizations of a phoneme in a language, which do not contribute to distinctions of meaning. For example, in English an aspirated p (as in pin) and unaspirated p (as in spin) are ___s of /p/, whereas in ancient Greek the distinction was phonemic.",7/21/2014,allophone,,
oc oc0 oc3,ADJECTIVE 1Happening by chance rather than intention.  ‘the similarity between the paintings may not be simply ___’   1.1Happening by a lucky chance; fortunate. ‘the ball went into the goal by a ___ ricochet’,12/30/2013,fortuitous,,
oc oc0,n A container for holy relics.    ,9/4/2013,reliquary,,
oc oc0,adj 1Sleepy and lethargic; half asleep.  ‘the wine had made her ___’    1.1Causing sleepiness. ‘the ___ heat of the meadows’,4/7/2013,drowsy,,
oc oc0,ADJECTIVE 1Relating to or denoting the application of scientific methods and techniques to the investigation of crime.  ‘___ evidence’    2Relating to courts of law.,3/8/2012,forensic,,
oc oc0,NOUN 1Chemistry A binary compound of carbon with an element of lower or comparable electronegativity.  ‘tungsten ___’ ‘a large number of ___s were noted’,7/28/2014,carbide,,
oc oc0,"VERB 1with object and adverbial of direction Cause (a liquid) to be ejected from a small opening in a thin, fast stream or jet.  ‘she ___d soda into a glass’    1.1Cause (a container of liquid) to eject its contents in a thin, fast stream.",8/8/2014,squirt,,
oc oc0 oc3,NOUN A joke exploiting the different possible meanings of a word or the fact that there are words which sound alike but have different meanings.  ‘the Railway Society reception was an informal party of people of all stations (excuse the ___) in life’ ,9/30/2014,pun,,
oc oc0,"VERB [WITH OBJECT] (of a living organism or cell) separate and expel as waste (a substance, especially a product of metabolism)  ‘excess bicarbonate is ___d by the kidney’   ",8/1/2014,excrete,,
oc oc0,"NOUN 1Anatomy A small secretory cavity, sac, or gland.     1.1The sheath of cells and connective tissue which surrounds the root of a hair.  ",8/12/2014,follicle,,
oc oc0,"v [WITH OBJECT] 1Hit or crush (something, especially an insect) with a sharp blow from a flat object.  ‘I ___d a mosquito that had landed on my wrist’ no object ‘she was ___ing at a fly’   ",6/7/2014,swat,,
oc oc0,"NOUN An invertebrate of a large phylum which includes snails, slugs, mussels, and octopuses. They have a soft unsegmented body and live in aquatic or damp habitats, and most kinds have an external calcareous shell. ",10/3/2014,mollusc,,
oc oc0 oc2,"VERB [NO OBJECT] 1(of a person or animal) give a loud, harsh, piercing cry.  ‘she hit her brother, causing him to ___ with pain’    1.1Make a loud, harsh, squealing noise.",10/17/2014,screech,,
oc oc1 oc3 30,"NOUN 1A dent or hollow in a surface.  ‘the soft ___s at the top of a coconut’    2archaic A blow or stroke, typically one made with a weapon in fighting.",1/17/2015,dint,,
oc oc1 oc3 30,ADJECTIVE 1Given to sudden and unaccountable changes of mood or behaviour.  ‘a ___ and often brutal administration’    1.1Changing according to no discernible rules; unpredictable. ‘a ___ climate’ ,1/26/2015,capricious,,
oc oc1 oc3,ADJECTIVE 1Not moving or not intended to be moved.  ‘a car collided with a ___ vehicle’    1.1Astronomy (of a planet) having no apparent motion in longitude.,12/21/2014,stationary,,
oc oc1,ADJECTIVE informal Having an appearance or other qualities of a type traditionally seen as masculine.  ‘a ___ woman in a baseball cap’ ‘___ men and feisty women’ ‘there might be some ___ firefighters on their way over!’,11/6/2013,butch,,
oc oc1,VERB [WITH OBJECT] Express contempt for; ridicule.  ‘the ___ion was __d by environmentalists’,12/13/2013,deride,,
oc oc0 oc2 oc3,NOUN 1A very poor person.  ‘he died a ___’    1.1historical A recipient of relief under the provisions of the Poor Law or of public charity. ‘he was buried in a ___'s grave’,11/2/2014,pauper,,
oc oc0,"NOUN 1British An officer (usually one of two) at certain universities, appointed annually and having mainly disciplinary functions.    2North American An invigilator at a university or college examination.   ",10/5/2014,proctor,,
oc oc0,"NOUN 1A slender threadlike appendage of a climbing plant, often growing in a spiral form, that stretches out and twines round any suitable support.     1.1Something resembling a plant ___, especially a slender curl or ringlet of hair.",10/13/2014,tendril,,
oc oc0,PLURAL NOUN 1A firework display.     1.1treated as singular The art of making or displaying fireworks.   2A brilliant performance or display of a specified skill.  ,10/12/2014,pyrotechnics,,
oc oc0,"q__ NOUN mass noun A state, period, or place of isolation in which people or animals that have arrived from elsewhere or been exposed to infectious or contagious disease are placed.  ‘many animals die in ___’ ",10/19/2014,quarantine,,
oc oc0,"NOUN 1A slatted wooden case used for transporting goods.  ‘a ___ of bananas’    1.1A square rigid container divided into small units, used for transporting or storing bottles. ‘a milk ___’",3/17/2014,crate,,
oc oc0,NOUN 1A fine dispersion of minute droplets of one liquid in another in which it is not soluble or miscible.  ‘oil beaten to an ___ with a half tablespoonful of vinegar’    1.1A fine dispersion of one liquid or pureed food substance in another.,6/8/2012,emulsion,,
oc oc0,n mass noun Theft of personal property. In English law ___ was replaced as a statutory crime by theft in 1968.    ,11/10/2014,larceny,,
oc oc0,NOUN in singular 1An outbreak of public anger or excitement.  ‘the verdict raised a ___ over the role of courtroom psychiatry’   ,1/6/2014,furore,,
oc oc0,"VERB no object, with adverbial of place 1Stand or wait around without apparent purpose.  ‘she saw Mary ___ing near the cloakrooms’    1.1with adverbial of direction Walk slowly and with no apparent purpose; dawdle. ",12/3/2014,loiter,,
oc oc0,"v [NO OBJECT] 1with adverbial Fall, move, or hang in a loose and ungainly way.  ‘his blond hair ___d over his eyes’    1.1Sit or lie down heavily and suddenly, especially when very tired. ",7/13/2014,flop,,
oc oc0,NOUN A painting or other work of art executed directly on a wall.  ‘huge ___s depicting Norse legends’ ,9/3/2014,mural,,
oc oc0,n 1A person who behaves obsequiously to someone important.     2Australian A pufferfish.  ,12/17/2014,toady,,
oc oc0,"VERB [WITH OBJECT] 1Take (something) for one's own use, typically without the owner's permission.  ‘the accused had ___d the property’    2Devote (money or assets) to a special purpose.  ‘there can be problems in ___ing funds for legal expenses’   ",11/16/2014,appropriate,,
oc oc0,"NOUN 1A bunch or collection of threads, grass, hair, etc., held or growing together at the base.  ‘scrubby ___s of grass’    1.1Anatomy Zoology A bunch of small blood vessels, respiratory tentacles, or other small anatomical structures.",12/27/2014,tuft,,
oc oc0,NOUN mass noun 1  (also ___ side) The sheltered side of something; the side away from the wind. ‘ducks were taking shelter on the ___ of the island’ Contrasted with weather,1/1/2015,lee,,
oc oc1,"NOUN mass noun 1Light emitted by a substance without combustion or perceptible heat.  ‘the stones overhead gleamed with ___’    1.1Physics The emission of radiation in a similar manner to ___ but on a longer timescale, so that emission continues after excitation ceases.",1/5/2014,phosphorescence,,
oc oc1,"s__ VERB [WITH OBJECT] 1Sit or stand with one leg on either side of.  ‘he turned the chair round and ___d it’    1.1Place (one's legs) wide apart. ‘he shifted his legs, ___ing them to keep his balance’",3/27/2013,straddle,,
oc oc1,"n 1The upper part of the nave, choir, and transepts of a large church, containing a series of windows.    1.1A series of windows in another large building that are similar to those in a ___.",1/16/2014,clerestory,,
oc oc0,a__ NOUN mass noun 1The action of making amends for a wrong or injury.  ‘he submitted his resignation as an act of ___’  ,11/23/2014,atonement,,
oc oc0,VERB [WITH OBJECT] Mark with spots or smears of colour.  ‘green leaves that are heavily ___d with chocolate and maroon’   ,10/27/2014,mottle,,
oc oc0 oc2,w__ VERB [WITH OBJECT] 1Accustom (an infant or other young mammal) to food other than its mother's milk.   ,10/7/2014,wean,,
oc oc0 oc2,"c__ VERB [WITH OBJECT] 1Collect and combine (texts, information, or data)  ‘all the information obtained is being ___d’   ",2/3/2015,collate,,
oc oc0 oc2,"u__ NOUN Zoology A hoofed mammal.  Former order _*_, now divided into two unrelated orders (see and Artiodactyla and and and Perissodactyla and )   ",3/11/2015,ungulate,* Ungulata,
oc oc0 oc3,NOUN 1A man who is not and has never been married.  ‘one of the country's most eligible ___s’    1.1Zoology A male bird or mammal prevented from breeding by a dominant male.  ,1/19/2015,bachelor,,
