oc 29,"n(usu pl) ~(of sth) 1 very small patch or spot of a colour: His hair was dark, with __s of grey. 2 a small piece or grain of sth; a speck: ___s of dust/foam/dandruff. +___ v ~sth(with sht)(usu passive) to cover or mark sth with __s: [Vnpr] The sea was __d with foam. [Vn] Flakes of paint __d the bare boards.",1/31/2013,fleck,,
oc oc0,"r__ n (a) a small light vehicle with two wheels pulled by one or more people,used in some Asian countries to carry passengers (b) a similar vehicle like a bicycle with three wheels, having a seat for passengers behind the driver.",7/15/2011,rickshaw,,
oc0 oc1 oc2,a__ v (fml)(usu passive) to consider or declare sth to be true or to have happened. [V.n to inf] He ___d his companion to be a little over 30. [Vn-adj] The finance commitee was ___d incompetent. [Vn-n] The band's European tour was ___d a huge success.,4/11/2011,adjudge,,
oc0,"adjective
(Especially of an animal) in a wild state, especially after escape from captivity or domestication:
a ___ cat
• Resembling or characteristic of a wild animal:
his teeth were bared in a ___ snarl",3/23/2016,feral,,
oc oc0 oc1,ADJECTIVE 1Relating to earthquakes or other vibrations of the earth and its crust.  ‘after a few days of ___ activity the volcanic eruption started’   1.1Relating to or denoting geological surveying methods involving vibrations produced artificially by explosions.,2/17/2015,seismic,,
oc oc0 oc1,VERB [WITH OBJECT] 1Reject or disallow by exercising one's superior authority.  ‘Chief Judge Moran ___d the government's objections’    1.1Reject the decision or opinion of.,6/2/2014,overrule,,
oc oc0 oc1,NOUN mass noun 1Bland soft or semi-liquid food such as that suitable for babies or invalids.  ‘a trayful of tasteless ___’   ,3/1/2015,pap,,
oc oc0 oc1,NOUN mass noun 1An alcoholic spirit distilled from sugar-cane residues or molasses.  ‘she fortified herself with a large tot of ___’ count noun ‘buy him a ___ and he'll tell you his life story’  ,3/5/2015,rum,,
oc oc0 oc1,j__ ADJECTIVE formal Playful or humorous.  ‘a ___ allusion’,3/12/2015,jocose,,
oc oc0 oc1 oc3,"NOUN 1formal, humorous A person, animal, or plant that lives or is found in a particular place.  ‘___s of field and forest’    1.1British historical A foreigner allowed certain rights in their adopted country.",12/24/2014,denizen,,
oc oc0 oc1 oc3,NOUN mass noun 1formal The action of going out of or leaving a place.  ‘direct means of access and ___ for passengers’    1.1count noun A way out. ,4/1/2015,egress,,
oc oc0 oc1 oc3,"adv (Latin) by or of itself: The drug is not harmful ___ ___, but is dangerous when taken with alcohol.",5/4/2013,per se,,
oc oc0 oc0 oc1 oc3,"NOUN mass noun 1The place of origin or earliest known history of something.  ‘an orange rug of Iranian ___’    1.1The beginning of something's existence; something's origin. ‘they try to understand the whole universe, its ___ and fate’    1.2count noun A record of ownership of a work of art or an antique, used as a guide to authenticity or quality. ‘the manuscript has a distinguished ___’",11/25/2012,provenance,,
oc oc0 oc0 oc1 oc3,v [WITH OBJECT] 1Claim or prove that (evidence or an accusation) is false.  ‘he had to ___ charges of acting for the convenience of his political friends’    2archaic Drive back or repel (a person or attack)  ‘but he … their sharp assault right boldly did ___’,7/6/2013,rebut,,
oc oc0 oc0 oc1 oc3,ADJECTIVE Having or showing a feeling of vague or regretful longing.  ‘a ___ smile’,9/21/2013,wistful,,
oc oc0 oc0 oc1 oc3,"VERB [NO OBJECT] Laugh in a noisy, gleeful way.  ‘he ___d at his own execrable pun’",2/23/2014,chortle,,
oc oc0 oc0 oc1 oc3,NOUN in singular A very small part or amount.  ‘the last ___ of warmth was drawn off by the setting sun’,3/1/2014,whit,,
oc oc0 oc0 oc1 oc3,"PLURAL NOUN 1Things that exist or are used or enjoyed for only a short time.  ‘there were papers, letters, old boxes—all sorts of ___’   1.1Collectable items that were originally expected to have only short-term usefulness or popularity. ‘Mickey Mouse ___’",1/11/2013,ephemera,,
oc oc0 oc0 oc1 oc3,"ADJECTIVE (of a person, speech, or style of writing) using very few words.  ‘his ___ reply suggested a lack of interest in the topic’   ",2/13/2014,laconic,,
oc oc0 oc0 oc1 oc3,ADJECTIVE 1Not being what it purports to be; false or fake.  ‘separating authentic and ___ claims’    1.1(of a line of reasoning) apparently but not actually valid. ‘this ___ reasoning results in nonsense’ ,10/21/2014,spurious,,
oc oc0 oc0 oc1 oc3,NOUN 1A state of being pleasantly lost in one's thoughts; a daydream.  ‘a knock on the door broke her ___’ mass noun ‘I slipped into ___’    1.1Music An instrumental piece suggesting a dreamy or musing state.,10/25/2014,reverie,,
oc oc0 oc1,"NOUN 1A legal agreement, contract, or document.    1.1historical A deed or contract of which copies were made for the contracting parties with the edges _(v)_d for identification and to prevent forgery.",12/27/2014,indenture,,
oc oc0 oc1,b__ v ___ oneself Make a physical or mental effort; exert or rouse oneself.  ‘they rarely ___ themselves except in the most pressing of circumstances’,3/28/2015,bestir,,
oc oc0 oc1,"h__ NOUN 1British A cooking appliance, or the flat top part of a cooker, with hotplates or burners.    1.1A flat metal shelf at the side of a fireplace, having its surface level with the top of the grate and used especially for heating pans. ",3/30/2015,hob,,
oc oc0 oc1,"NOUN 1A utensil consisting of a wire or plastic mesh held in a frame, used for straining solids from liquids, for separating coarser from finer particles, or for reducing soft solids to a pulp.  ‘puree the potatoes through a ___’ ‘rinse the lentils in a ___ under running water’ ",9/1/2014,sieve,,
oc oc0 oc1,"n__ ADJECTIVE 1Ungenerous with money, time, etc.; mean.  ‘he accused the Government of being unbelievably ___’    ",3/4/2015,niggardly,,
oc oc0 oc1,"NOUN A permanent Church appointment, typically that of a rector or vicar, for which property and income are provided in respect of pastoral duties.  ",3/1/2015,benefice,,
oc oc0 oc1,c__ n 1Anatomy Any of the fine branching blood vessels that form a network between the arterioles and venules.    2  (also ___ tube) A tube that has an internal diameter of hairlike thinness. ,8/11/2014,capillary,,
oc oc0 oc1,ADJECTIVE 1Experienced in the imagination through the feelings or actions of another person.  ‘this catalogue brings ___ pleasure in luxury living’    2Acting or done for another.  ‘a ___ atonement’ ,11/13/2014,vicarious,,
oc oc0 oc0 oc1,"ADJECTIVE attributive Used for emphasis, often to qualify a metaphor.  ‘the early 1970s witnessed a ___ price explosion’",2/6/2013,veritable,,
oc oc0 oc0 oc1,"_10_ ADJECTIVE 1(of a child) having developed certain abilities or inclinations at an earlier age than is usual or expected.  ‘a ___, solitary boy’",10/24/2013,precocious,,
oc oc0 oc0 oc1,ADJECTIVE Showing great attention to detail; very careful and precise.  ‘the designs are hand-glazed with ___ care’ ‘he had always been so ___ about his appearance’,9/20/2013,meticulous,,
oc oc0 oc0 oc1,d__ VERB [WITH OBJECT] Feel contempt or a deep repugnance for.  ‘he ___d himself for being selfish’,12/5/2013,despise,,
oc oc0 oc0 oc1,a__ n mass noun 1dated Unconsciousness or incapacity resulting from a cerebral haemorrhage or stroke.  ‘Browne died of ___’    2informal Extreme anger.,7/17/2014,apoplexy,,
oc oc0 oc0 oc1,NOUN datedLaw An instance of group fighting in a public place that disturbs the peace.  ‘Lowe was charged with causing an ___’ mass noun ‘a person guilty of ___’,4/20/2014,affray,,
oc oc0 oc0 oc1,VERB [NO OBJECT] 1(of a bird) sing softly and with a succession of constantly changing notes.  ‘larks were ___ing in the trees’   ,4/27/2014,warble,,
oc oc0 oc0 oc1,f__ n mass noun 1Intense happiness.  ‘domestic ___’    2The ability to find appropriate expression for one's thoughts.  ‘he exposed the kernel of the matter with his customary elegance and ___’,11/2/2013,felicity,,
oc oc0 oc0 oc1,p__ NOUN mass noun Botany The corky outer layer of a plant stem formed in secondary thickening or as a response to injury or infection.   ,8/5/2014,periderm,,
oc oc0 oc0 oc1,f__ NOUN 1mass noun Impressive delicacy and skill.  ‘orchestral playing of great ___’    1.1Great subtlety and tact in handling or manipulating people or difficult situations. ‘clients want advice and action that calls for considerable ___’,5/26/2014,finesse,,
oc oc0 oc0 oc1,f__ ADJECTIVE 1Not having any serious purpose or value.  ‘___ ribbons and lacy frills’ ‘rules to stop ___ lawsuits’,9/2/2014,frivolous,,
oc oc0 oc0 oc1,ADJECTIVE Intended for or likely to be understood by only a small number of people with a specialized knowledge or interest.  ‘___ philosophical debates’,7/14/2014,esoteric,,
oc oc0 oc0 oc1,b__ ADJECTIVE British (especially of a house or flat) small and elegant.  ‘a ___ residence’ ,3/31/2015,bijou,,
oc oc0 oc0 oc1,v reporting verb Say something in a boastful manner.  with clause ‘he ___d that he was sure of victory’ no object ‘they were ___ing about how easy it had been’ ,4/10/2014,brag,,
oc oc0 oc0 oc1,ADJECTIVE Willing to please others or to accept what they do or say without protest.  ‘there are too many ___ doctors signing sick notes’ ,3/20/2015,complaisant,,
oc oc0 oc0 oc1,r__ VERB [WITH OBJECT] 1Entertain or amuse (someone) with talk.  ‘he ___d her with a colourful account of that afternoon's meeting’ ,11/20/2014,regale,,
oc oc0 oc0 oc0 oc0 oc1,"PHRASAL VERB 1(of a gun, bomb, or similar device) explode or fire.  ‘the pistol suddenly ___d’    1.1(of an alarm) begin to sound.",10/16/2013,go off,,
oc,"adv (fml) 1 without having been asked, invited or ordered: walk in ___. 2 without consious effort: memories/images coming ___ to one's mind.",2/1/2013,unbidden,,
oc oc0,"adj 1 [attrib] sending out light or heat; shining or glowing brightly: the ___ sun +___ heaters 2 ~(with sth) showing great happiness, love or beauty: his ___ face/smile +her ___ beauty +She was ___ with joy/health. 3 [attrib](techn) sent out by __ion: ___ heat/energy. +__ce n[U]: the sun's __ce +Her face shone with joy and __ce. __ly adv: smile __ly.",2/4/2013,radiant,,
oc,"v[Vn] 1 (fml) to give sth up completely: ___ one's former habits/one's principles +He __d the glamour of city life for a small cottage in the country. 2 to abandon sb/sth: ___ one's family and friends +a dreary __d spot, miles from anywhere. God-__d adj: a God-__d little town in the middle of nowhere.",2/2/2013,forsake,,
oc oc0 oc0 oc0 oc0 oc3,NOUN A person made to do hard menial or dull work.  ‘I felt like a household ___’,11/24/2013,drudge,,
oc oc0 oc0 oc0 oc3,"NOUN 1derogatory A person who has risen suddenly in rank or importance, especially one who behaves arrogantly.  ‘the ___s who dare to challenge the legitimacy of his rule’   ",9/8/2014,upstart,,
oc oc0 oc0 oc3,"ADJECTIVE 1Bold and without shame.  ‘he went about his illegal business with a ___ assurance’ ‘a ___ hussy’   2literary, archaic Made of brass.  ‘___ fire irons’    2.1Harsh in sound. ‘the music's ___ chords’",3/13/2012,brazen,,
oc oc0 oc0 oc3,"NOUN 1An inscription on a building, statue, or coin.  ‘The ___ could be seen clearly on the pillars and walls.’  2A short quotation or saying at the beginning of a book or chapter, intended to suggest its theme.",6/12/2013,epigraph,,
oc oc0 oc0 oc3,ADJECTIVE 1Having or showing great authority.  ‘a ___ pronouncement’    1.1Domineering; dictatorial. ‘he dropped his somewhat ___ style of questioning’    2Relating to a ___ate.  ‘___ districts’,9/26/2013,magisterial,,
oc oc0 oc0 oc3,"NOUN 1A mass or lump of a soft material, used for padding, stuffing, or wiping.  ‘a ___ of lint-free rag’    ",4/23/2014,wad,,
oc oc0 oc0,v ~(in sth/doing sth) (fml) to make a mistake or mistakes: [Vpr] The judge __d in refusing permission to cross-examine the witness. [also V]. IDM ___ on the side of sth to show too much of a (usu good) quality: It's better to ___ on the side of tolerance (ie be too gentle rather than too severe) when dealing with young offenders.,5/10/2013,err,,
oc oc0 oc0,"v ~sth (to sb)(fml) to give up one's rights to or possession of sth, often unwillingly: [Vnpr] ___ territory to a neighbouring state [also Vn].",5/14/2013,cede,,
oc oc0 oc0,"ADJECTIVE 1(of an action or decision) performed by or affecting only one person, group, or country involved in a situation, without the agreement of another or the others.  ‘___ nuclear disarmament’    2Relating to or affecting only one side of an organ, the body, or another structure.  ‘___ cerebral lesions’",7/1/2013,unilateral,,
oc oc0 oc0,"VERB [NO OBJECT] 1Maintain or support oneself, especially at a minimal level.  ‘he __d on welfare and casual labour’    1.1archaic with object Provide sustenance for. ‘the problem of ___ing the poor in a period of high bread prices’",6/7/2012,subsist,,
oc oc0 oc0,"w__ v [WITH OBJECT] 1Squeeze and twist (something) to force liquid from it.  ‘she __d the cloth out in the sink’    1.1with object and adverbial Extract (liquid) by squeezing and twisting something. ‘I __d out the excess water’    1.2Squeeze (someone's hand) tightly, especially with sincere emotion. ‘he fervently __d Rose's hand’",6/11/2012,wring,,
oc oc0 oc0,d__ ADJECTIVE 1Hesitating or doubting.  ‘I was rather ___ about the whole idea’    2Not to be relied upon; suspect.  ‘extremely ___ assumptions’,3/9/2012,dubious,,
oc oc0 oc0,n__ n 1A connection or series of connections linking two or more things.  ‘the ___ between industry and political power’    1.1A connected group or series. ‘a ___ of ideas’    2A central or focal point.  ‘the ___ of any government in this country is No. 10’,7/10/2013,nexus,,
oc oc0 oc0,"VERB [NO OBJECT] 1___ on/uponBe extremely and uncritically fond of.  ‘she ___d on her two young children’    2archaic Be silly or feeble-minded, especially as a result of old age.  ‘the parson is now old and ___s’",3/10/2013,dote,,
oc oc0 oc0,"c__ VERB Dispose of (a dead person's body) by burning it to ashes, typically after a funeral ceremony.  ‘she had refused to have her husband ___d’",5/30/2013,cremate,,
oc oc0 oc0,"NOUN 1mass noun Stony waste matter separated from metals during the smelting or refining of ore.  ‘the burning liquid iron was forming a scum of ___’   1.1Stony material ejected by a volcano; scoria. count noun ‘flow after flow of lava, ___s, powders, and eject a cast upon the previous outpourings in grotesque patterns’   2British informal, derogatory A woman who has many casual sexual encounters or relationships.",1/21/2013,slag,,
oc oc0 oc0,NOUN mass noun 1The force or energy with which a body moves.  ‘hit the booster coil before the flywheel loses all its ___’   1.1Something that makes a process or activity happen or happen more quickly. ‘the ending of the Cold War gave new ___ to idealism’,10/16/2012,impetus,,
oc oc0 oc0,"d__ ADJECTIVE 1Intended to teach, particularly in having moral instruction as an ulterior motive.  ‘a ___ novel that set out to expose social injustice’    1.1In the manner of a teacher, particularly so as to appear patronizing. ‘his tone ranged from ___ to backslapping’",11/15/2013,didactic,,
oc oc0 oc0,VERB [NO OBJECT] 1Reach inside a receptacle and search for something.  ‘she ___d in her pocket’    1.1Research or make painstaking inquiries into something. ‘the society is determined to ___ deeper into the matter’,2/9/2014,delve,,
