syn,"n +4 These are all words for an official agreement between people, organizations or countries.",,contract treaty accord convention,,
syn,n +8 These are all words for an occasion when lots of people came together for a particular reason.,,meeting conference session summit gathering assembly comvention caucus,,
syn,"v +8 These words all mean to change in appearance or character, or to make the appearance or character of sth change.",,turn transform convey change translate evolve mutate metamorphose,,
syn,n +5 These are all words for a person who deceives or tricks people,,cheat cheater con man hustler swindler,,
syn,adj +4 These words all describe sth that happens or is done without delay.,,"immediate, instant, prompt, instantaneous",,
syn,"v +5 These words all mean to become aware of sb/sth by using your eyes, especially suddenly or when they are not easy to see",,"see, sight, glimpse, catch, spot",,
syn,n +5 These are all words for the freedom a country or region has to govern itself without political control from other countries.,,"independence, autonomy, sovereignty, self-determination self-government",,
syn,n +5 These are all words for behaviour that is accepted as usual by a group or society.,,"tradition, practice, custom, convention, norms",,
syn,n +10 These are all words for a small area of dirt or another substance on a surface.,,"mark, stain, fingerprint, streak, speck, blot, smear, blemish, smudge, spot",,
syn,n +5 These are all words for the right or ability of sb to do things or make decisions without being controlled by sb else or without needing help from sb else,,"freedom, independence, autonomy, liberty, leeway",,
syn,"adj +7 These words all describe sth that uses few words or letters, or fewer words than sth else.",,"short, brief, consice, abbreviated, succinct, economical, pithy",,
syn,adj +5 These words all describe things or people that are not interesting or unusual so that you do not notice or remember them.,,"drab, grey, featureless, nondescript, colourless",,
syn,v +9 These words all mean to work at an activity or task.,,"do, carry sth out, conduct, undertake, perform, implement, commit, practise, go through sth",,
syn,n +7 These are all words for the things that you need for particular purpose or activity,,"equipment, material, gear, kit, apparatus, hardware, tackle",,
syn,"v+4 These words all mean to take sth, especially sth that flows such as water or electricity, from one place to another.",,carry convey transmit conduct,,
syn ,"adj+4 These words all describe a person, especially a child, who behaves well.",,"good, obedient, dutiful, well behaved",,
syn,"v +8
These words all mean to make sb believe sth that is not true, especially in order to get what you want.",,"cheat, fool, deceive, betray, take sb in, trick, con, dupe",,
syn,"n+6
These are all words for the things that happen or will happen to a person,family, country, etc, and cannot be avoided.",,"future, fate, destiny, fortune, lot, doom",,
syn,syn adj +4 These words all describe things that give the wrong idea or impression and make you believe sth that is not true.,3/24/2011,"misleading, ambiguous, deceptive, spurious",,
syn,These words all mean to do things in a particular way.,,"behave, treat, do, act, conduct yourself",,
syn,‘+8 These words all mean to make sth whole or perfect,,"finish, be done, complete, finalize, wrap sth up, follow (sth) through, round sth off, round sth out",,
syn,v+6 These words all mean to be considered to be sth or to result in sth.,,"represent, constitute, pose, amount to sth, come down to sth, add up to sth",,
syn,v+3 These words all mean to shine or burn for a moment,3/23/2011,"flash, flicker, catch",,
