0 0,"NOUN

mass noun
A thick yellowish or greenish opaque liquid produced in infected tissue, consisting of dead white blood cells and bacteria with tissue debris and serum. 膿",11/1/2019,pus,,,
,"NOUN

Biochemistry 
A compound (e.g. adenosine or cytidine) consisting of a purine or pyrimidine base linked to a sugar.  
‘The chemical and biological effects of UV radiation on purine and pyrimidine __s and nucleotides have been the subject of many studies.’",11/2/2019,nucleoside,,,
7,"NOUN

Physics 
The SI unit of luminous intensity. One ___ is the luminous intensity, in a given direction, of a source that emits monochromatic radiation of frequency 540 × 10¹² Hz and that has a radiant intensity in that direction of 1/683 watt per steradian.",11/6/2019,candela,"
(also cd)",,
,"NOUN

mass noun
A digestive enzyme which breaks down proteins in the small intestine, secreted by the pancreas as __inogen.  
‘Many people take extra doses of naturally produced enzymes, such as lactase, pepsin and ___, in supplement form.’",11/3/2019,trypsin,,,
0,"NOUN

mass noun
The chemical element of atomic number 35, a dark red fuming toxic liquid with a choking, irritating smell. It is a member of the halogen group and occurs chiefly in the form of salts in seawater and brines.臭素",11/4/2019,bromine,"
(also Br)",,
0 1 6 6,"p__ NOUN

mass noun
Biochemistry 
An amino acid widely distributed in plant proteins. It is an essential nutrient in the diet of vertebrates.
Chemical formula: C₆H₅CH₂CH(NH₂)COOH  
‘Trypsin favors basic residues like lysine and arginine; chymotrypsin favors aromatic residues like ___, tyrosine, and tryptophan.’",10/12/2019,phenylalanine,,/ˌfiːnʌɪlˈaləniːn/,
0,"NOUN

mass noun
Biochemistry 
The controlled enzymatic modification of an organic molecule, especially a protein, by addition of a sugar molecule.
In living organisms, ___ typically enhances (or enables) the function of a protein",11/7/2019,glycosylation,,/ˌɡlʌɪkə(ʊ)sɪˈleɪʃ(ə)n/,
,膵臓,11/8/2019,pancreas,,,
6,"NOUN

The SI unit of solid angle, equal to the angle at the centre of a sphere subtended by a part of the surface equal in area to the square of the radius.",11/5/2019,steradian,"
(also sr)",,
,"NOUN

mass noun
1Water strongly impregnated with salt.
‘other vegetables would be pickled in ___’  
1.1Seawater.
‘dolphins and whales can't help taking in the odd gulp of ___ as they swallow a fish’",11/9/2019,brine,,,
,"NOUN

Geology 
A belt of the earth's crust involved in the formation of mountains.  
‘These collision zones are known as __ic belts, and the mountains are referred to as __s.’",11/10/2019,orogen,,,
,"ADJECTIVE

1(chiefly in names or geographical terms) relating to Scotland or the Scottish Highlands.
‘the ___ Railway’  
2Geology 
Relating to or denoting a mountain-forming period (orogeny) in north-western Europe and Greenland during the Lower Palaeozoic era, especially the late Silurian.",11/11/2019,Caledonian,,,
6 6,"___ are members of the hydroxyproline (Hyp)-rich cell wall glycoprotein superfamily and are extensively glycosylated. __s contains a protein backbone of varied length (5-30 kDa) with N-terminal secretory peptide followed by ___, fasciclin (FAS) domains, and a C-terminal glycosylphosphatidylinositol (GPI) lipid anchor site.",10/22/2019,Arabinogalactan-proteins,(AGP),,
,"ADJECTIVE

Relating to or denoting the earliest period of the Mesozoic era, between the Permian and Jurassic periods. 三畳紀
‘fossil remains of a small ___ reptile have been found’",11/12/2019,Triassic,,,
,"NOUN

Chemistry 
Any of a class of organic compounds that are fatty acids or their derivatives and are insoluble in water but soluble in organic solvents. They include many natural oils, waxes, and steroids. 脂質",11/13/2019,lipid,,,
,"NOUN

mass noun
Biochemistry 
An orange-yellow pigment formed in the liver by the breakdown of haemoglobin and excreted in bile.",11/14/2019,bilirubin,,/ˌbɪlɪˈruːbɪn/ ,
,"ADJECTIVE

Denoting a type of consonant made by the friction of breath in a narrow opening, producing a turbulent air flow.
‘The present work aims at demonstrating the feasibility of high quality articulatory synthesis for ___ consonants, and in particular to match a given reference subject.’",11/15/2019,fricative,,/ˈfrɪkətɪv/,
,"c__ NOUN

mass noun
Biochemistry 
A nucleoside composed of cytosine linked to ribose, obtained from RNA by hydrolysis.  
‘The disorders can be treated with uridine and/or ___, which leads to increased UMP production via the action of nucleoside kinases.’",11/16/2019,cytidine,,,
