8,"b__ NOUN

1mass noun An aromatic resinous substance, such as balm, exuded by various trees and shrubs and used as a base for certain fragrances and medical preparations.
‘a mixture of olive oil and ___’
count noun ‘a hair conditioner with protein and __s’
1.1count noun A tree or shrub which yields ___.
2A herbaceous plant cultivated for its helmeted pink or purple flowers.",2/19/2019,balsam,,,
11,"ADJECTIVE

Relating to urine.
‘About 9% of the population have raised ___ acids; most do not have gout.’
‘The curative substances are known to have effect on the locomotory system, kidneys, ___ tract and the reproductive organs.’",2/24/2019,uric,,,
,"NOUN

1mass noun Heavy blackish or very dark brown timber from a mainly tropical tree. 黒檀
1.1mass noun A very dark brown or black colour.
as modifier ‘his ___ hair’",2/23/2019,ebony,,,
9,"a__ VERB

[WITH OBJECT]
Inform or tell (someone)
‘I thought it right to ___ Chris of what had happened’
‘What happens if he is __d of this fact, perhaps by being presented with an argument from those propositions to the denial of?’",2/18/2019,apprise,,,
7,"p__ NOUN

historical 
1A woman's ankle-length cloak with armholes or sleeves.
1.1 A fur-lined cloak, especially as part of a hussar's uniform.",2/22/2019,pelisse,,/pɪˈliːs/,
11,"NOUN

mass noun
1Lush green vegetation.
1.1literary The fresh green colour of lush vegetation.
1.2literary A condition of freshness.",2/28/2019,verdure,,,
0 11,"NOUN

1mass noun A bright red mineral consisting of mercury sulphide, sometimes used as a pigment.辰砂
1.1 The bright red colour of ___.
as modifier ‘the blood coagulated in ___ threads’
2A day-flying moth with black and red wings, whose black and yellow caterpillars feed on groundsel and ragwort. ヒトリガ",3/1/2019,cinnabar,,,
,"NOUN

historical 
1A soldier in a light cavalry regiment which had adopted a dress uniform modelled on that of the Hungarian __s (now only in titles)
‘the Queen's Royal Irish ___s’
1.1 (in the 15th century) a Hungarian light horseman.",2/25/2019,hussar,,,
,"1Either of two large water lilies.
(also 'sacred ___') a red-flowered Asian lily (Nelumbo nucifera, family Nelumbonaceae).
(also 'Egyptian ___') a lily regarded as sacred in ancient Egypt (the white-flowered Nymphaea ___ and the blue-flowered N. caerulea, family Nymphaeaceae).
2Greek Mythology 
A plant whose fruit induced a dreamy forgetfulness and an unwillingness to leave.
3The flower of the sacred ___ as a symbol in Asian art and religion.
‘a myth of creation states that Buddha was born of a thousand-petalled gold ___’",2/27/2019,lotus,,,
0 0 8 12 12,"ADJECTIVE

(of a person) having an unemotional and stolidly calm disposition.
‘the ___ British character’",10/30/2018,phlegmatic,,,
9,"NOUN

mass noun
1A brilliant red pigment made from mercury sulphide (cinnabar).
1.1 A brilliant red colour.
‘a lateral stripe of ___’
as modifier ‘___ streaks of sunset’",2/26/2019,vermilion,,,
,"VERB

1no object, with adverbial of direction Move fast in a straight line because or as if driven by the wind.
‘we lie watching the clouds __ing across the sky’
‘three small ships were __ing before a brisk breeze’
2Scottish with object Slap, beat, or spank.
‘she __d me across the head’
1literary A mass of vapoury clouds or spray driven fast by the wind.
‘the water is glassy under a ___ of mist’
Scottish 
(of a person) naked.",3/4/2019,scud,,,
2,"a__ NOUN

usually __s
humorous, formal 
1An act of washing oneself.
‘the women performed their __s’
1.1 A ceremonial act of washing parts of the body or sacred containers.
1.2the __s British (in army slang) a building or room containing washing facilities and toilets.",3/2/2019,ablution,,,
,"VERB

[WITH OBJECT]
1Pour (something) out.
‘the combine __d a steady stream of grain’
1.1 (of a building or vehicle) discharge (the occupants)
‘an aircraft __ing paratroopers’
1.2 Bring up or vomit (food).
1.3 Yield or give up (funds, especially when dishonestly acquired)
2Remove the sediment from (a sparkling wine) after fermentation.
‘the wine is aged in the bottle before it is __d’",3/5/2019,disgorge,,,
,"PREPOSITION

(often preceding a date) approximately.
‘the church was built ___ 1860’",3/7/2019,circa,,,
7,"VERB

[WITH OBJECT]
Make English in form or character.
‘he __d his name to Goodman’
‘He obtained employment with the Parke family of Dunally House as a gardener circa 1840 and had to ___ his family name to Foley.’",3/3/2019,"anglicize
(British anglicise)",,,
7,"NOUN

mass noun
1Matter that settles to the bottom of a liquid; dregs.
‘the ice freezes the wine and ___ at the base of the cork’
1.1Geology Particulate matter that is carried by water or wind and deposited on the surface of the land or the seabed, and may in time become consolidated into rock.
‘there is a huge concentration of ___ in deltas’
count noun ‘it takes hundreds of thousands of years to turn the __s into carbonate rock’",3/6/2019,sediment,,,
,"NOUN

1archaic mass noun The equipment for a particular purpose.
2historical A carriage and horses with attendants.",3/8/2019,equipage,,,
0 7 10,"ADJECTIVE

1Spending money or using resources freely and recklessly; wastefully extravagant.
‘___ habits die hard’
2Having or giving something on a lavish scale.
‘the dessert was ___ with whipped cream’",3/12/2019,prodigal,,,
,"d__ VERB

[WITH OBJECT]
1Treat (a sacred place or thing) with violent disrespect.
‘more than 300 graves were __d’
1.1 Spoil (something which is valued or respected)
‘many lanes are __d with yellow lines’",3/10/2019,desecrate,,,
,"NOUN

A poplar tree with small rounded long-stalked leaves that tremble in the breeze.
Genus Populus, family Salicaceae: several species, in particular the European P. tremula and the North American quaking ___ (P. tremuloides)
ヤマナラシ",3/14/2019,aspen1,,,
,"___ someone/something out (or ___)
Provide someone or something with the necessary equipment, clothes, or other items for a particular situation.
‘the cabin had been __d out to a high standard’

___ someone ___
Incriminate someone by falsifying evidence against them.",3/15/2019,fit up,,,
3,"NOUN

British 
Law 
A plaintiff in certain lawsuits.
‘The judge then questioned the ___, asking questions upon the topics which he had been asked to.’",3/10/2019,complainant,,,
2,"NOUN

1A minor wrongdoing.
‘the player can expect a suspension for his latest ___’
2Law 
A non-indictable offence, regarded in the US (and formerly in the UK) as less serious than a felony.
‘he pleaded guilty to __s’",,"misdemeanour
(US misdemeanor)",,,
,"VERB

[WITH OBJECT]
1Drive, force, or urge (someone) to do something.
‘financial difficulties __d him to desperate measures’
with object and infinitive ‘a lack of equality __d the oppressed to fight’
1.1 Drive forward; propel.
‘vital energies ___ him in unforeseen directions’",3/17/2019,impel,,,
0 11,"c__ NOUN

A person with whom one shares a secret or private matter, trusting them not to repeat it to others.
‘a close ___ of the princess’",3/18/2019,confidant,,,
11,"d__l NOUN

literary, archaic 
A young unmarried woman.
‘He said: ‘They really enjoyed becoming knights on horseback and medieval __s.’’
‘He had heard it said that her innocent demeanour combined with her intelligent mind made her a refreshing change from mindlessly demure __s.’",3/21/2019,damsel,,,
1,"ADJECTIVE

1(of an offence) rendering the person who commits it liable to be charged with a serious crime that warrants a trial by jury.
‘company law contains a total of 138 ___ offences’
1.1 (of a person) liable to be charged with a crime.
‘many more ___ offenders are tried and convicted’",3/13/2019,indictable,,/ɪnˈdʌɪtəb(ə)l/,
0 0,"VERB

[WITH OBJECT]
Hand over (a person accused or convicted of a crime) to the jurisdiction of the foreign state in which the crime was committed.
‘Brazil refused to ___ him to Britain’",3/20/2019,extradite,,/ˈɛkstrədʌɪt/,
5 8 11,"a__ NOUN

A person who helps another commit a crime.
‘an ___ in the murder’
‘The car-jacker fled in the Honda Civic while an ___ followed in the other car in the direction of Sutton.’",3/19/2019,accomplice,,,
0,"e__ VERB

[NO OBJECT]
Run away secretly in order to get married.
‘later he __d with one of the housemaids’
‘I'm beginning to understand some of what my mother must have gone through after I __d with Rolf.’",3/22/2019,elope,,,
3 8,"NOUN

1A moving mechanical device made in imitation of a human being.
‘a collection of 19th century French _＊_: acrobats, clowns, and musicians’
1.1 A machine which performs a range of functions according to a predetermined set of coded instructions.
‘sophisticated __s continue to run factory assembly lines’",3/16/2019,automaton,＊ automata,/ɔːˈtɒmət(ə)n/,
,"NOUN

mass noun
The production of a partial vacuum by the removal of air in order to force fluid into a vacant space or procure adhesion.
‘constant ___ was applied to both tubes’
as modifier ‘a rubber ___ pad’
‘a ___ pipe’",3/24/2019,suction,,,
,"VERB

[WITH OBJECT]
Make known (private or sensitive information)
‘I do not want to ___ my plans at the moment’",3/24/2019,divulge,,,
,"ADJECTIVE

1attributive Having a particular habit, activity, or interest that is long-established and unlikely to change.
‘an ___ gambler’
1.1 (of a feeling or habit) long-established and unlikely to change.
‘his ___ hostility to what he considered to be the ‘reactionary’ powers’",3/25/2019,inveterate,,,
,"NOUN

1mass noun Edible starch which is obtained from a palm and is a staple food in parts of the tropics. The pith inside the trunk is scraped out, washed, and dried to produce a flour or processed to produce the granular ___ used in the West.
1.1 A sweet dish made from ___ and milk.
2The palm from which most ___ is obtained, growing in freshwater swamps in SE Asia.",3/26/2019,sago,,,
10 11,"ADJECTIVE

Opposing political or social progress or reform.
‘___ attitudes toward women's rights’
‘We have a ___ police force and they respond to the complaints of residents.’",3/28/2019,reactionary,,,
11,"r__ ADJECTIVE

1Without regret or guilt.
‘a ___ killer’
2(of something unpleasant) never ending or improving; relentless.
‘___ poverty’",3/29/2019,remorseless,,,
,"b__ NOUN

mass noun
The playful and friendly exchange of teasing remarks.
‘there was much good-natured ___’
‘He was a very cheerful character and liked nothing more than to have a bit of ___ with his friends.’",3/30/2019,banter,,,
,"c__ ADJECTIVE

Of or denoting the main style of classical music in southern India, as distinct from the Hindustani music of the north.
‘___ music’
‘An Indonesian dancer created his own movements to a song in ___ music.’",3/31/2019,Carnatic,,,"Origin
Anglicization of Karnataka in SW India."
,"ADJECTIVE

1Active and energetic.
‘a good ___ walk’
‘business appeared to be ___’
1.1 Showing a wish to deal with things quickly; slightly brusque.
‘she adopted a ___, businesslike tone’
1.2 (of wind or the weather) cold but pleasantly invigorating.
‘the sea was shimmering and heaving beneath the ___ breeze’

VERB

[WITH OBJECT]
___ something up
Quicken something.
‘Mary __d up her pace",4/3/2019,brisk,,,
,"d__ NOUN

1A place for the storage of large quantities of equipment, food, or goods.
‘an arms ___’
2A place where buses, trains, or other vehicles are housed and maintained and from which they are dispatched for service.
2.1North American A railway or bus station.
3Military 
A place where recruits are trained or other troops are assembled.
‘only conscripts who lived near a training ___ had permission to commute to it’",4/4/2019,depot,,/ˈdɛpəʊ/,
9,"PLURAL NOUN

1the _caps_ Australia and New Zealand (used by inhabitants of the northern hemisphere)
‘there were plants from the ___, including eucalyptuses and acacias’
2The direct opposite of something.
‘voting and violence are ___’",4/6/2019,antipodes,,/anˈtɪpədiːz/,
8,"f__ NOUN

A small fleet of ships or boats.
‘a ___ of cargo boats’
‘Hmas Wewak was greeted on entry by __s of dug-out canoes skilfully paddled by locals whose ages ranged from six to 60.’",4/1/2019,flotilla,,,
,"m__ NOUN

Broken stone of even size used in successively compacted layers for surfacing roads and paths, and typically bound with tar or bitumen.
‘How good a road is going to be depends on how the design is laid out initially vis-a-vis the layer of bitumen, ___, coat of slurry seal or fog seal.’",4/5/2019,macadam,,,
5,"VERB

[NO OBJECT]
___ to
humorous, formal 
Go to (a place), especially in company.
‘we __d to the tranquillity of a nearby cafe’

NOUN

mass noun
archaic 
1Frequent or habitual visiting of a place.
‘she exhorted ___ to the church’",4/2/2019,repair2,,,
0,"NOUN

1A level space in a garden occupied by an ornamental arrangement of flower beds.
‘he was planting bulbs in the ___ for a spring display’
2North American The part of the ground floor of a theatre auditorium behind the orchestra pit, especially the part beneath the balconies.",4/7/2019,parterre,,/pɑːˈtɛː/,
0,"NOUN

mass noun
1A black viscous mixture of hydrocarbons obtained naturally or as a residue from petroleum distillation. It is used for road surfacing and roofing.
1.1Australian informal A tarred road surface.
‘a kilometre and a half of ___’",4/8/2019,bitumen,,/ˈbɪtjʊmən/,
,"PREPOSITION

1In relation to; with regard to.
‘many agencies now have a unit to deal with women's needs ___ employment’
1.1 As compared with; as opposed to.
‘the advantage for US exports is the value of the dollar ___ other currencies’",4/9/2019,vis-à-vis,,,
