0 0,"NOUN

Zoology 
The terminal part or hind segment of the body in certain invertebrates.  
‘The ___, like the cephalon, was a structure in which segments were fused together.’",10/8/2019,pygidium,,/pʌɪˈɡɪdɪəm/,
0,"NOUN

mass noun
Biochemistry 
A compound which is one of the four constituent bases of nucleic acids. A purine derivative, it is paired with thymine in double-stranded DNA.
Alternative name: 6-aminopurine; chemical formula: C₅H₅N₅",10/9/2019,adenine,,/ˈadɪniːn/ ,
,"NOUN

mass noun
Chemistry 
A sugar of the pentose class which occurs widely in nature as a constituent of nucleosides and several vitamins and enzymes.  
‘In undiluted samples, ___, fructose, rhamnose, glucose, and one unidentified sugar were detected at low concentrations (data not shown).’",10/10/2019,ribose,,,
,"NOUN

mass noun
Biochemistry 
A compound that occurs in guano and fish scales, and is one of the four constituent bases of nucleic acids. A pure derivative, it is paired with cytosine in double-stranded DNA.
Alternative name: 6-oxy-2-aminopurine; chemical formula: C₅H₅N₅O",10/11/2019,guanine,,,
0,"有棘動物 ___ is a group of marine pseudocoelomate protostomes that was proposed on morphological grounds to unite three phyla: the Kinorhyncha, the Priapulida and the Loricifera.",10/13/2019,Scalidophora,,,
0 7 7 7,"a__ NOUN

mass noun
Biochemistry 
A polyunsaturated fatty acid present in animal fats. It is important in metabolism, especially in the synthesis of prostaglandins and leukotrienes, and is an essential constituent of the diet.
Alternative name: eicosa-5,8,11,14-enoic acid; chemical formula: C₁₉H₃₁COOH  
‘Those essential nutrients - including taurine, ___, and vitamin A - abound in meat.’",9/21/2019,arachidonic acid,,/əˌrakɪˈdɒnɪk/ ,
0 0 5,"NOUN

1Anatomy Zoology 
A small fluid-filled bladder, sac, cyst, or vacuole within the body.  
1.1Medicine A small blister full of clear fluid.  
2Botany 
An air-filled swelling in a plant, especially a seaweed.  
3Geology 
A small cavity in volcanic rock, produced by gas bubbles.",10/15/2019,vesicle,,/ˈvɛsɪk(ə)l/ /ˈviːsɪk(ə)l/,
,"NOUN

A practitioner of the system of complementary medicine based on the diagnosis and manipulative treatment of misalignments of the joints.  
‘The __s, almost from the beginning, have been characterized by strong divisions.’",10/14/2019,chiropractor,,/ˈkʌɪrə(ʊ)ˌpraktə/ ,
0,"NOUN

mass noun
A red fluorescent dye that is a bromine derivative of fluorescein, or one of its salts or other derivatives.  
‘The sections were then counterstained in ___, dehydrated, cleared, and mounted with glass coverslips.’",10/16/2019,eosin,,/ˈiːə(ʊ)sɪn/,
,"__1
(also lm)
NOUN

Physics 
The SI unit of luminous flux, equal to the amount of light emitted per second in a unit solid angle of one steradian from a uniform source of one candela.

__2
NOUN

Anatomy 
The central cavity of a tubular or other hollow structure in an organism or cell.
‘the stomach empties food into the ___ of the small intestine’",10/17/2019,lumen,,,
,"NOUN

mass noun
1The excrement of seabirds and bats, used as fertilizer.  
1.1An artificial fertilizer resembling natural ___, especially one made from fish.",10/18/2019,guano,,,
6,"NOUN

Biochemistry 
Any of a group of biologically active compounds, originally isolated from leucocytes. They are metabolites of arachidonic acid, containing three conjugated double bonds.  
‘Prostaglandins and __s from arachidonic acid metabolism are highly inflammatory molecules, and play an important role in the pathophysiology of asthma.’",10/21/2019,leukotriene,/ˌluːkə(ʊ)ˈtrʌɪiːn/ ,,
,"NOUN

mass noun
Biochemistry 
A compound found in living tissue as a constituent base of DNA. It is paired with guanine in double-stranded DNA.
A pyrimidine derivative; chemical formula: C₄H₅N₃O",10/19/2019,cytosine,,,
,"NOUN

mass noun
Biochemistry 
A compound which is one of the four constituent bases of nucleic acids. A pyrimidine derivative, it is paired with adenine in double-stranded DNA.
Alternative name; 5-methyluracil; chemical formula: C₅H₆N₂O₂",10/20/2019,thymine,,,
6,"NOUN

A small elongated marine invertebrate that resembles a fish but lacks jaws and obvious sense organs. __s possess a notochord and are among the most primitive chordates.ナメクジウオ
Subphylum Cephalochordata, phylum Chordata: several species, including amphioxus",10/24/2019,lancelet,,,
,"ADJECTIVE

Chemistry 
Relating to or denoting chemical bonds formed by the sharing of electrons between atoms.  
‘Pairs of electrons that are not shared in ___ bonds are lone pairs.’共有結合",10/23/2019,covalent,,/kəʊˈveɪl(ə)nt/,
0,"A ___,[1] also known as a dative bond[2] or ___[3] is a kind of 2-center, 2-electron covalent bond in which the two electrons derive from the same atom. The bonding of metal ions to ligands involves this kind of interaction. This type of interaction is central to Lewis acid-base theory.配位結合",10/25/2019,"coordinate covalent bond, (also coordinate bond)",,,
,"ADVERB & ADJECTIVE

1In the original place.
as adverb ‘frescoes have been left ___ ’
as adjective ‘a collection of ___ pumping engines’  
1.1In the appropriate position.
as adverb ‘her guests were all ___’",10/26/2019,in situ,,,
